country,city_actual,center1label,center2label,neighbourhood,price,city,stars,ratingta,ratingta_count,accommodationtype,scarce_room,hotel_id,offer,offer_cat,year,month,weekend,holiday,distance,distance_alter,accommodation_type,nnight,rating,rating_count,misrating
Austria,Vienna,City centre,Donauturm,Wieden,125,Vienna,4.0,4.5,229.0,_ACCOM_TYPE@Hotel,0,22395,1,15-50% offer,2017,11,0,0,1.2,3.7,Hotel,1,4.4,47.0,False
Austria,Vienna,City centre,Donauturm,Wieden,134,Vienna,4.0,4.5,615.0,_ACCOM_TYPE@Hotel,0,22397,1,1-15% offer,2017,11,0,0,0.8,3.5,Hotel,1,4.5,125.0,False
Austria,Vienna,City centre,Donauturm,Wieden,91,Vienna,3.0,3.5,383.0,_ACCOM_TYPE@Hotel,1,22398,1,15-50% offer,2017,11,0,0,0.9,3.7,Hotel,1,3.5,34.0,False
Austria,Vienna,City centre,Donauturm,Wieden,110,Vienna,3.0,4.0,263.0,_ACCOM_TYPE@Hotel,0,22399,0,0% no offer,2017,11,0,0,0.8,3.6,Hotel,1,3.9,112.0,False
Austria,Vienna,City centre,Donauturm,Wieden,100,Vienna,3.0,4.0,149.0,_ACCOM_TYPE@Hotel,1,22401,1,1-15% offer,2017,11,0,0,1.2,3.7,Hotel,1,4.0,77.0,False
Austria,Vienna,City centre,Donauturm,Wieden,95,Vienna,4.0,4.0,1003.0,_ACCOM_TYPE@Hotel,1,22402,1,1-15% offer,2017,11,0,0,1.5,3.9,Hotel,1,4.1,572.0,False
Austria,Vienna,City centre,Donauturm,Wieden,73,Vienna,3.0,3.0,293.0,_ACCOM_TYPE@Hotel,1,22403,1,1-15% offer,2017,11,0,0,1.5,4.0,Hotel,1,3.4,53.0,False
Austria,Vienna,City centre,Donauturm,Wieden,185,Vienna,5.0,4.0,740.0,_ACCOM_TYPE@Hotel,0,22406,1,15-50% offer,2017,11,0,0,0.8,3.6,Hotel,1,4.3,145.0,False
Austria,Vienna,City centre,Donauturm,Wieden,100,Vienna,4.0,4.5,1006.0,_ACCOM_TYPE@Hotel,1,22407,0,0% no offer,2017,11,0,0,1.0,3.7,Hotel,1,4.4,112.0,False
Austria,Vienna,City centre,Donauturm,Wieden,58,Vienna,3.0,3.0,135.0,_ACCOM_TYPE@Hotel,0,22408,1,15-50% offer,2017,11,0,0,1.4,4.1,Hotel,1,3.2,169.0,False
